,Sentence1,Sentence2,Score
1259,"Stout previously worked for General Electric subsidiary GE Capital Service Inc., where he was vice president and chief technology and information officer.","Stout comes to Sprint from GE Capital, where he served as chief technology and information officer.",0.64
1260,Only Intel Corp.'s 0.3 percent yield was lower.,Only Intel Corp. has a lower dividend yield.,0.5599999999999999
1261,An injured woman co-worker also was hospitalized and was listed in good condition.,"A woman was listed in good condition at Memorial's HealthPark campus, he said.",0.44000000000000006
1262,"The shooting victim was taken to Kings County Hospital Center, where he later died, the police said.","The victim, who was not identified, was taken to Kings County Hospital where he was pronounced dead.",0.8666
1263,"MGM, NBC and Liberty executives were not immediately available for comment.",A Microsoft spokesman was not immediately available to comment.,0.4
1264,"The new analysis found that 32 of the 16,608 participants developed ovarian cancer during about 5 years of follow-up.","The new analysis found that 32 of 16,608 participants developed ovarian cancer in about 5 1/2 years of follow-up, including 20 women taking hormones.",0.6
1265,"They reported symptoms of fever, headache, rash and muscle aches.","Symptoms include a stiff neck, fever, headache and sensitivity to light.",0.4666
1266,"We've become like total strangers, Klein quotes him as saying.","We've become like total strangers, John told a pal two days before his death.",0.65
1267,"Davey graduated Saturday from Northwest College, which is affiliated with the Assemblies of God, with a bachelor of arts degree in religion and philosophy.","Davey started attending Northwest College, which is affiliated with the Assemblies of God, in 1999 with plans to become a minister.",0.45
1268,Veteran stage and screen actor Hume Cronyn died of cancer Sunday.,"Character actor Hume Cronyn, 91, died Sunday at his home in Connecticut.",0.7
1269,"Scrimshaw, Supervisor, Best Minister and Ten Most Wanted are expected to complete the Belmont field.","Best Minister, Scrimshaw, and Ten Most Wanted all had workouts on Monday morning.",0.45
1270,"The technology-laced Nasdaq Composite Index .IXIC fell 23.54 points, or 1.42 percent, to 1,630.08.","The broader Standard & Poor's 500 Index .SPX gave up 11.91 points, or 1.19 percent, at 986.60.",0.15
1271,"It was a final test before delivering the missile to the armed forces.	State radio said it was the last test before the missile was delivered to the armed forces.
3.500	Your withdrawal from our country is inevitable, whether it happens today or tomorrow, and tomorrow will come soon.""","Your withdrawal from our country is inevitable, whether it happens today or tomorrow, added the voice, which signed off giving the date as ""mid-September.""",0.8
1272,"Deirdre Hisler, Government Canyon's manager, said the state has long had its eye on this piece of property and is eager to complete the deal to obtain it.","Deirdre Hisler, Government Canyon's manager, said the state long has coveted this piece of property, and is eager to complete the deal.",1.0
1273,"According to a news release sent by the Terry Schindler-Schiavo Foundation, Florida Speaker Johnnie Byrd will introduce ""Terri's Bill"" during the special session Monday.","Florida's Speaker of the House Johnnie Byrd, is expected to introduce ''Terri's Bill'' during a one-day special session of the state legislature being held today in Tallahassee.",0.75
1274,"Also, businesses throughout Utah are volunteering to display Amber alerts on their signs.",Other businesses are volunteering to put the alerts on their electronic signs and billboards.,0.75
1275,"Thanks to the euro's rise against the Japanese currency, the dollar was at 117.24 yen, well above the overnight 10-month low of 116 yen.","The euro's rise against the yen and speculation of Japanese intervention helped the dollar firm to 117.25 yen , well above a 10-month low of 116 yen hit on Thursday.",0.85
1276,"Former South African Archbishop Desmond Tutu said Sunday he did not see what ""all the fuss"" was over appointing a gay bishop, but urged homosexual clergy to remain celibate.","South Africa's Nobel laureate Archbishop Desmond Tutu says he does not understand all the fuss about appointing a gay bishop, but he has urged homosexual clergy to remain celibate.",0.9
1277,"Russian stocks fell after the arrest last Saturday of Mikhail Khodorkovsky, chief executive of Yukos Oil, on charges of fraud and tax evasion.","The weekend arrest of Russia's richest man, Mikhail Khodorkovsky, chief executive of oil major YUKOS, on charges of fraud and tax evasion unnerved financial markets.",0.8
1278,"Reuters witnesses said many houses had been flattened and the city squares were packed with crying children and the homeless, huddled in blankets to protect them from the cold.","Reuters witnesses said public squares were packed with crying children and people left homeless, huddled in blankets to protect them from the cold.",0.65
1279,"For the year, it expects sales of $94 million and a profit of 26 cents a share from continuing operations.",This is an increase from the $22.5 million and 5 cents a share previously forecast.,0.15
1280,"In September, Hewlett-Packard signed a development and marketing deal with the company.",Four months later it signed a joint marketing agreement with Hewlett-Packard Co.,0.55
1281,Consumers would still have to get a descrambling security card from their cable operator to plug into the set.,"To watch pay television, consumers would insert into the set a security card provided by their cable service.",0.8
1282,"On Friday, the Concorde started up around sunrise and seemed to launch itself straight out of the rising sun.","Yesterday, the Concorde seemed to launch itself straight out of the rising sun.",0.6799999999999999
1283,A Stage 1 episode is declared when ozone levels reach 0.20 parts per million.,The federal standard for ozone is 0.12 parts per million.,0.44000000000000006
1284,"After Hughes refused to rehire Hernandez, he complained to the Equal Employment Opportunity Commission.",Hernandez filed an Equal Employment Opportunity Commission complaint and sued.,0.6799999999999999
1285,The three grocery chains were relying on store managers and replacement workers to keep their stores open.,"The supermarket chains have used managers and replacement workers to keep their stores open, often at reduced hours.",0.6799999999999999
1286,"Dewhurst's proposal calls for an abrupt end to the controversial ""Robin Hood"" plan for school finance.","The committee would propose a replacement for the ""Robin Hood"" school finance system.",0.52
1287,Other countries and private creditors are owed at least $80 billion in addition.,Other countries are owed at least $US80 billion ($108.52 billion).,0.6799999999999999
1288,"Telemarketers who call numbers on the list after Oct. 1 could face fines of up to $11,000 per call.","Under the law, telemarketers who call numbers on the list can be fined up to $11,000 for each violation.",0.72
1289,"While waiting for a bomb squad to arrive, the bomb exploded, killing Wells.",The bomb exploded while authorities waited for a bomb squad to arrive.,0.65
1290,He explained that he found Antetonitrus when he came to Wits in 2001 as a post-doctoral research assistant at England's University of Bristol.,He explained that he found antetonitrus when he came to Wits in 2001 while a post-doctoral research assistant at Bristol University in Britain.,1.0
1291,"Air Canada, the largest airline in Canada and No. 11 in the world, has been under court protection from creditors since April 1.","The No. 11 airline in the world, Air Canada has been under court protection from creditors since April 1.",0.85
1292,"The security official's backup couldn't fill in because he was on active military duty, Strutt said.","The security official's backup was on active duty, and the lottery association didn't have a replacement in New Jersey, Strutt said.",0.6799999999999999
